Character,Dialogue,Season,Episode
MARTY,I'll pay you back next weekend.,5,15
RORY,"Marty, please forget about it.",5,15
MARTY,"I work a party Saturday night. I'll pay you on Sunday. There's a possibility it may all be in ones, but – RORY : I'm really sorry about tonight.",5,15
MARTY,No need to apologize.,5,15
RORY,You want to come in ? We still have a few movies left to watch.,5,15
MARTY,"Rory, I feel like I really need to tell you something.",5,15
RORY,Okay.,5,15
MARTY,"Um, I know we're friends. And I'm glad we're friends. But I don't want to be just friends anymore. I like you.",5,15
RORY,I like – Logan.,5,15
MARTY,Yeah. I figured.,5,15
RORY,I don't know why.,5,15
MARTY,Really? ‘Cause I've got a few guesses.,5,15
RORY,"I'm sorry. Um, I don't know what to say.",5,15
MARTY,It's okay. You don't have to say anything.,5,15
RORY,Are we still friends? Please say that we're still friends.,5,15
MARTY,Sure. We're still friends.,5,15
RORY,Please come back in. We can watch Duck Soup again. Please?,5,15
MARTY,"I don't really want to watch Duck Soup right now, Rory. I really like Duck Soup, so I really don't want to associate it with this particular night.",5,15
RORY,I understand.,5,15
MARTY,Yeah. I'll pay you back next weekend.,5,15
RORY,Okay. YALE DORMS – RORY'S BEDROOM – LATER,5,15
LOGAN,Hey.,5,15
RORY,Hey.,5,15
LOGAN,Can I?,5,15
RORY,"Yeah, sure.",5,15
LOGAN,Huh. That move always seems cooler in the movies.,5,15
RORY,"No, I think you maneuver your way through a window quite gracefully.",5,15
LOGAN,Thank you.,5,15
RORY,I assume you've had practice.,5,15
LOGAN,"No, first time.",5,15
RORY,"I'm sure. So, how was the Zydeco music?",5,15
LOGAN,"Ah, I left when Finn jumped in on vocals.",5,15
RORY,Excellent self-preservational instinct.All times are UTC-05:00 Page 1 of1,5,15
LOGAN,I just wanted to make sure you got home okay.,5,15
RORY,"Oh, yeah, I got home okay.",5,15
LOGAN,So I see.,5,15
RORY,"Thanks for the concern, I appreciate it.",5,15
LOGAN,It wasn't all concern.,5,15
RORY,"Oh, really?",5,15
LOGAN,No. I don't believe I said a proper goodnight to you this evening.,5,15
RORY,"No, you didn't.",5,15
LOGAN,"Good night, Ace.",5,15
RORY,I thought you said a proper goodnight.,5,15
LOGAN,You want to get changed into something more comfortable?,5,15
RORY,More comfortable than this?,5,15
LOGAN,I actually was hoping for some feetsie pajamas.,5,15
RORY,"Oh, now you know I'm not that kind of girl.",5,15
LOGAN,Do you want me to go?,5,15
LOGAN,"Rory, do you want me to go?",5,15
RORY,No.,5,15
LOGAN,"Okay, ‘cause if you think climbing in that window was hard –",5,15
RORY,Shh. __________END___________ Powered by phpBB® Forum Software © phpBB Limited,5,15
HTTPS,//transcripts.foreverdreaming.org/ 05x16 - So...Good,5,16
TALKHTTPS,//transcripts.foreverdreaming.org/viewtopic.php?t=6398 05x16 - So...Good Talk by bunniefuu LORELAI'S HOUSE,5,16
LORELAI,"Thanks, Skip! Love that you're back in shorts. Missed those stems of yours, baby. Now, come on.",5,16
RORY,Hello?,5,16
LORELAI,"Yeah, we've got to talk mail.",5,16
RORY,Not again.,5,16
LORELAI,It's all for you. Every piece. How can that be? You only half live here.,5,16
RORY,This mail envy of yours is not pretty.,5,16
LORELAI,"Catalogues, business solicitations, credit card offers, oh! And for me, some more stupid Greenpeace return address labels.",5,16
RORY,"Well, you are the environmental philanthropist in the family.",5,16
LORELAI,"Well, I feel very badly for the planet right now.",5,16
RORY,"Hey, you called my cell.",5,16
LORELAI,I know.,5,16
RORY,"Well, I told you to call my land line. My cell phone bill is astronomical.",5,16
LORELAI,"But a conversation with me, priceless. Oh, joy.",5,16
RORY,What?,5,16
LORELAI,"Well, I did get a piece of mail. The temple of Apollo.",5,16
RORY,"Grandma still hitting you with the postcards, huh?",5,16
POSTED,03/12/0522:36,5,16
LORELAI,As if nothing even remotely unpleasant happened between us. How does she do that? Compartmentalize like that? It's weird. She's the serial k*ller who goes to work and talks about a funny Seinfeld he saw and then goes home and cooks himself a man-flesh sandwich.,5,16
RORY,Ew.,5,16
LORELAI,"Let's see how her trip has been since the last card. Dear Lorelai, kicked a dog then punched a gypsy in the groin. Oh, that's nice.",5,16
RORY,"Mom – LORELAI : Complained about the foie gras to a waiter whose yearly pay is less than I spend monthly on silver polish, then kicked another dog.",5,16
RORY,Come on.,5,16
LORELAI,"Tripped a nun, then burned down an orphanage.",5,16
RORY,Sounds like a busy itinerary.,5,16
LORELAI,And the sun sets on Apollo.,5,16
RORY,At least you don't get the nothing said all about it reminders about Friday night dinner.,5,16
LORELAI,"She's putting her hooks in you, huh?",5,16
RORY,"Yeah, three cards in a row, reminding me in no uncertain terms that they'll see me soon.",5,16
LORELAI,"Well, she's smart enough not to do that to me.",5,16
RORY,"Well, I'm mad at her too, you know. Just for the record.",5,16
LORELAI,I know.,5,16
RORY,Anything else?,5,16
LORELAI,"Whoa. One minute of talk, and then I get the bum's rush?",5,16
RORY,I'm right in the middle of studying.,5,16
LORELAI,I gotta pop out of an envelope for you to have an interest in me?,5,16
RORY,"I'll be home Fr iday. We'll eat, we'll talk, we'll laugh. What a time we'll have.",5,16
LORELAI,Skip's back in shorts.,5,16
RORY,I am not wasting cell phone minutes on Skip's shorts!,5,16
LORELAI,"It's the Reno 911 short shorts. Ooh, disturbing.",5,16
RORY,I'm hanging up now.,5,16
LORELAI,Fine. So Friday?,5,16
RORY,Friday. Bye.,5,16
LORELAI,Bye-bye. OPENING CREDITS LUKE'S DINER,5,16
LANE,Sit up.,5,16
ZACH,Huh?,5,16
LANE,Sit up and feet off the chair.,5,16
ZACH,What's with being a Chilean dictator dude?,5,16
LANE,"Luke is on a tear, so this is for your own protection.",5,16
ZACH,He's always on a tear.,5,16
LANE,This is different! And you have to pay today.,5,16
ZACH,"For the ice-cold, undercooked fries? I don't think so.",5,16
LANE,"Zach, please!",5,16
ZACH,Ow!,5,16
LANE,"I do this because I care for you. You know I care for you, right?",5,16
ZACH,Yeah. Gosh.,5,16
CUSTOMER,"Excuse me, miss?",5,16
LANE,Can I help you?,5,16
CUSTOMER,"Sorry to be a pest, but I asked for my omelette soft. This is way overdone.",5,16
LANE,Shh. Not so loud.,5,16
CUSTOMER,You should probably make me another –,5,16
LUKE,"How's everyone else's eggs, huh?",5,16
REMAININGCUSTOMERS,Great.,5,16
ZACH,"That's all I've got, man. ZACH : His eyes. Red, like the fires of Mordor.",5,16
LANE,"Go, go. I'll see you later, and keep low! How are you doing, Kirk?",5,16
KIRK,Great. I'm loving this blackened Cajun bread Luke made for me. I didn't even ask for it.,5,16
LANE,"That's burnt toast, Kirk. You don't have to eat it.",5,16
KIRK,But I'm loving it! And look. I've been mixing blackened ash with the runny eggs. Goes great with the fishy tasting bacon.,5,16
LANE,Glad you like it.,5,16
LUKE,"Order's up! LANE : Uh, Luke?",5,16
LUKE,What?,5,16
LANE,"Um, I know you're really busy back there – Is that the door to the oven?",5,16
LUKE,It fell off when I kicked it. Something wrong?,5,16
LANE,"Well, I needed a side of hash browns for table three, and I'm really, really sorry, but this is hash. I think. I mean, it's hash-like.",5,16
LUKE,They'll eat it.,5,16
LANE,"They might, or they might go have breakfast at Weston's like the lady with the walker you threw out about an hour ago.",5,16
LUKE,"So, let ‘em go to Weston's. Huh? All of you! If you can eat ceramic cow creamers and kitty cat salt and pepper shakers and stupid little flowers drawn in powdered sugar on your plate, then that's where you belong anyway! LANE : Unidentified breakfast food, on the house?",5,16
KIRK,Terriff. DRAGONFLY INN – FRONT DESK,5,16
LORELAI,"No, I don't understand. Well, yes, of course I'll hold. I thought you'd never ask.",5,16
SOOKIE,How's your reservation book looking?,5,16
LORELAI,What?,5,16
SOOKIE,"Are we booked up, half full, kinda light?",5,16
LORELAI,For when?,5,16
SOOKIE,Next two to three months.,5,16
LORELAI,"Um, we're fairly booked. I'd say eighty, ninety percent.",5,16
SOOKIE,"Eighty, ninety percent! Now, did they seem hungry?",5,16
LORELAI,What?,5,16
SOOKIE,"Oh, and where are they from? Any from Jersey? People from Jersey love my Chinese chicken salad. Any Texans? Oh, any from France? LORELAI : Yes, I'm still here. Yes, great. What's the panic, Sookie?",5,16
SOOKIE,What's the panic? I'm giving birth!,5,16
LORELAI,Right now?,5,16
SOOKIE,"No, not right now, but eventually. And when I do, I'll have to have all the menus made out, and a food order put in, and a backup plan, in case there's a bad tomato crop, or if Oprah decides to get mad at beef again.",5,16
LORELAI,"Hello, Blaine! Yes, you were about to explain to me the reason you once again raised our premium here. Uh-huh. Those were all very small claims due to the snow, and – right. Well, who else would we come to, but our trusty insurance agent. Guy. Stud. Pick the appropriate term and insert here. Now. Eh – yes, well, of course. Holding's one of my great pleasures.",5,16
SOOKIE,Problem?,5,16
LORELAI,The charmers at our insurance agency get mad when you try to claim something.,5,16
SOOKIE,The stable roof.,5,16
LORELAI,"Yes, and – and now I've been disconnected. Coincidence? I think not. SOOKIE : Have people made dinner reservations?",5,16
LORELAI,Be my guest.,5,16
SOOKIE,Okay.,5,16
LORELAI,"Dragonfly Inn, Lorelai speaking.",5,16
EMILY,"Lorelai, it's your mother, I –",5,16
SOOKIE,"Hey, we've got vegetarians in April! What, were you hiding them?",5,16
LORELAI,"Yes, I'm evil that way.",5,16
LORELAI,"Dragonfly Inn, Lorelai speaking.",5,16
EMILY,"Lorelai, you just hung up –",5,16
LORELAI,"Hey, so who do you think will take over while you're gone?",5,16
SOOKIE,I was thinking about Chantelle.,5,16
LORELAI,The one who got her face caught in the mixer?,5,16
SOOKIE,She's better now. She just got her new nostril last week.,5,16
LORELAI,That's good.,5,16
LORELAI,Dragonfly Inn.,5,16
RICHARD,"Ah, yes. Lorelai. It's your father.",5,16
LORELAI,"Oh, Dad! How was your trip?",5,16
RICHARD,"Fine, Lorelai. Thank you very much.",5,16
LORELAI,And the flight back?,5,16
RICHARD,Very smooth.,5,16
LORELAI,Smooth is good.,5,16
RICHARD,"Actually, your mother wanted to talk to you for a moment.",5,16
EMILY,"Hello, Lorelai, I –",5,16
LORELAI,"Hey, do you have any of that really great braised lamb risotto thing leftover from last night?",5,16
SOOKIE,"I think so, why?",5,16
LORELAI,"Well, since I'm not going to Friday night dinner tonight or ever again, and I'm not in the mood for pizza, I thought I'd have a little fancy food with my movie.",5,16
SOOKIE,You're going to a movie!,5,16
LORELAI,I Netflixed all three ‘A Star is Born's.,5,16
SOOKIE,"Janet, Judy and Babs.",5,16
LORELAI,The holy trinity. I thought I'd hunker down with some fabulous food and watch all the men that got away.,5,16
SOOKIE,"What? No, you can't do that!",5,16
LORELAI,Why not?,5,16
SOOKIE,"Because! Look, I'm worried about you.",5,16
LORELAI,Why?,5,16
SOOKIE,Just because you don't have someone in your life right now –,5,16
LORELAI,Meaning Luke.,5,16
SOOKIE,"And your parents, and your Friday night dinners, and Rory's off at college –",5,16
LORELAI,"I do, however, have my original nostril.",5,16
SOOKIE,You can't use that as an excuse to become couch potato girl.,5,16
LORELAI,What are you talking about?,5,16
SOOKIE,Sitting at home. Ordering take-out. Watching television night after night.,5,16
LORELAI,"That's what I've always done. I was couch potato girl even when I had a guy. And Friday night dinner. And, by the way, the entire time Rory was growing up.",5,16
SOOKIE,"Yes, but now it's pathetic.",5,16
LORELAI,"Well, just a little.",5,16
SOOKIE,You are not sitting home tonight! We are going out!,5,16
LORELAI,We are?,5,16
SOOKIE,"Girl's night out, just you and me. Oh, it'll be fun. Big excitement, big hair! We'll get all dolled up and paint the town!",5,16
LORELAI,But –,5,16
SOOKIE,"I am coming to your house tonight, at seven o'clock sharp, and I am taking you out, and you better look hot! You hear me?",5,16
LORELAI,Yes I do. SOOKIE : Good.,5,16
LORELAI,"But rememb er, I don't put out unless I get dinner. SOOKIE : I know. I saw your bumper sticker. YALE CAMPUS",5,16
RORY,"Hi. I'd like a large caramel macchiato with an extra shot and whip cream, please.",5,16
COFFEEBOY,Coming up.,5,16
RORY,"Wait, hold on. How much is that?",5,16
COFFEEBOY,Four eighty-five.,5,16
RORY,"Okay, better drop the extra shot. What does that make it?",5,16
COFFEEBOY,Four twenty.,5,16
RORY,Better make it a small. What does that make it?,5,16
COFFEEBOY,Three thirty.,5,16
RORY,Better drop the whip cream. What does that make it?,5,16
COFFEEBOY,Less calories.,5,16
RORY,"Just a plain old small coffee, please. D'oh.",5,16
LOGAN,This would definitely qualify as a cute meet if we hadn't already met.,5,16
RORY,Logan. Hey. This is nice and embarassing.,5,16
LOGAN,Are we going after the rollers? A couple of them are headed into the bushes.,5,16
RORY,"No, I think I've supplied people with a sufficient amount of silly images of me for one day.",5,16
LOGAN,"Small coffee for me, and put the lady's on my tab too.",5,16
RORY,"No, Logan, you don't have to do that.",5,16
LOGAN,"Ace, I can't take a chance of you pulling out that purse again. Someone might get hurt.",5,16
RORY,"Okay, well, thank you.",5,16
LOGAN,So I stopped by the paper the other day to see you.,5,16
RORY,Really?,5,16
LOGAN,And then I tried to sneak out when I realized you weren't there. But our omnipresent editor cornered me. Does Doyle ever leave that place?,5,16
RORY,"Unfortunately yes, otherwise I would be denied the regular pleasure of seeing him in Property of Alcatraz pajama pants.",5,16
LOGAN,"Thanks for the image. Hey, come here.",5,16
RORY,What are you doing?,5,16
RORY,So that's what you're doing.,5,16
LOGAN,What'd you think I was doing?,5,16
RORY,People will see.,5,16
LOGAN,I don't care if people see.,5,16
RORY,"A professor will see you, and he'll take advantage of the fact that you're distracted and pull you in, make you take a midterm.",5,16
LOGAN,I'm done with them.,5,16
RORY,With your midterms?,5,16
LOGAN,I already took the ones I couldn't get out of.,5,16
RORY,"Then why are you here? You're going off skiing, aren't you?",5,16
LOGAN,I just have to drop off a paper for my ethics class by eleven thirty and then I'm off.,5,16
RORY,It's eleven twenty-five.,5,16
LOGAN,So we're swimmin g in time.,5,16
LOGAN,What are you doing? RORY : I want to see your paper.,5,16
LOGAN,Your mind is a mysterious thing.,5,16
RORY,"Come on. I'm dying to know what your take on ethics is. For instance, are you for it or against it?",5,16
